id,customer_id,status,created_at,updated_at
1,1,cancelled,2012-03-25 09:54:09 UTC,2012-03-25 09:54:09 UTC
2,1,cancelled,2012-03-12 05:54:09 UTC,2012-03-12 05:54:09 UTC
3,1,cancelled,2012-03-10 00:54:09 UTC,2012-03-10 00:54:09 UTC
4,1,completed,2012-03-24 15:54:10 UTC,2012-03-24 15:54:10 UTC
5,1,completed,2012-03-07 19:54:10 UTC,2012-03-07 19:54:10 UTC
6,1,cancelled,2012-03-09 01:54:10 UTC,2012-03-09 01:54:10 UTC
7,1,in progress,2012-03-07 21:54:10 UTC,2012-03-07 21:54:10 UTC
8,1,completed,2012-03-13 16:54:10 UTC,2012-03-13 16:54:10 UTC
9,2,cancelled,2012-03-07 12:54:10 UTC,2012-03-07 12:54:10 UTC
10,3,cancelled,2012-03-06 21:54:10 UTC,2012-03-06 21:54:10 UTC
11,3,completed,2012-03-08 20:54:10 UTC,2012-03-08 20:54:10 UTC
12,3,in progress,2012-03-21 13:54:10 UTC,2012-03-21 13:54:10 UTC
13,3,cancelled,2012-03-10 10:54:10 UTC,2012-03-10 10:54:10 UTC
14,4,cancelled,2012-03-26 06:54:10 UTC,2012-03-26 06:54:10 UTC
15,4,in progress,2012-03-26 07:54:10 UTC,2012-03-26 07:54:10 UTC
16,4,in progress,2012-03-12 03:54:10 UTC,2012-03-12 03:54:10 UTC
17,4,completed,2012-03-13 07:54:10 UTC,2012-03-13 07:54:10 UTC
18,4,in progress,2012-03-07 10:54:10 UTC,2012-03-07 10:54:10 UTC
19,4,cancelled,2012-03-19 13:54:10 UTC,2012-03-19 13:54:10 UTC
20,4,in progress,2012-03-22 08:54:10 UTC,2012-03-22 08:54:10 UTC
21,4,completed,2012-03-13 04:54:10 UTC,2012-03-13 04:54:10 UTC
22,7,completed,2012-03-15 14:54:10 UTC,2012-03-15 14:54:10 UTC
23,7,in progress,2012-03-16 13:54:11 UTC,2012-03-16 13:54:11 UTC
24,7,in progress,2012-03-17 08:54:11 UTC,2012-03-17 08:54:11 UTC
25,7,completed,2012-03-27 07:54:11 UTC,2012-03-27 07:54:11 UTC
26,7,cancelled,2012-03-21 11:54:11 UTC,2012-03-21 11:54:11 UTC
27,7,in progress,2012-03-12 04:54:11 UTC,2012-03-12 04:54:11 UTC
28,7,in progress,2012-03-19 18:54:11 UTC,2012-03-19 18:54:11 UTC
29,7,cancelled,2012-03-25 13:54:11 UTC,2012-03-25 13:54:11 UTC
30,8,completed,2012-03-12 07:54:11 UTC,2012-03-12 07:54:11 UTC
31,8,in progress,2012-03-23 16:54:11 UTC,2012-03-23 16:54:11 UTC
32,8,completed,2012-03-13 06:54:11 UTC,2012-03-13 06:54:11 UTC
33,9,in progress,2012-03-15 18:54:11 UTC,2012-03-15 18:54:11 UTC
34,9,in progress,2012-03-18 19:54:11 UTC,2012-03-18 19:54:11 UTC
35,9,completed,2012-03-21 16:54:11 UTC,2012-03-21 16:54:11 UTC
36,9,completed,2012-03-16 10:54:11 UTC,2012-03-16 10:54:11 UTC
37,9,completed,2012-03-13 19:54:11 UTC,2012-03-13 19:54:11 UTC
38,9,in progress,2012-03-10 04:54:11 UTC,2012-03-10 04:54:11 UTC
39,9,completed,2012-03-22 01:54:11 UTC,2012-03-22 01:54:11 UTC
40,10,completed,2012-03-14 21:54:11 UTC,2012-03-14 21:54:11 UTC
41,10,in progress,2012-03-21 21:54:11 UTC,2012-03-21 21:54:11 UTC
42,10,cancelled,2012-03-19 05:54:11 UTC,2012-03-19 05:54:11 UTC
43,10,completed,2012-03-17 02:54:11 UTC,2012-03-17 02:54:11 UTC
44,10,in progress,2012-03-27 11:54:11 UTC,2012-03-27 11:54:11 UTC
45,10,in progress,2012-03-18 09:54:11 UTC,2012-03-18 09:54:11 UTC
46,10,cancelled,2012-03-15 20:54:11 UTC,2012-03-15 20:54:11 UTC
47,10,cancelled,2012-03-27 07:54:12 UTC,2012-03-27 07:54:12 UTC
48,11,cancelled,2012-03-16 05:54:12 UTC,2012-03-16 05:54:12 UTC
49,11,completed,2012-03-18 05:54:12 UTC,2012-03-18 05:54:12 UTC
50,11,completed,2012-03-21 13:54:12 UTC,2012-03-21 13:54:12 UTC
51,11,in progress,2012-03-16 12:54:12 UTC,2012-03-16 12:54:12 UTC
52,12,completed,2012-03-08 21:54:12 UTC,2012-03-08 21:54:12 UTC
53,12,in progress,2012-03-24 22:54:12 UTC,2012-03-24 22:54:12 UTC
54,12,completed,2012-03-27 07:54:12 UTC,2012-03-27 07:54:12 UTC
55,12,cancelled,2012-03-25 23:54:12 UTC,2012-03-25 23:54:12 UTC
56,12,completed,2012-03-24 00:54:12 UTC,2012-03-24 00:54:12 UTC
57,12,completed,2012-03-21 10:54:12 UTC,2012-03-21 10:54:12 UTC
58,12,completed,2012-03-17 13:54:12 UTC,2012-03-17 13:54:12 UTC
59,12,completed,2012-03-14 04:54:12 UTC,2012-03-14 04:54:12 UTC
60,12,completed,2012-03-12 13:54:12 UTC,2012-03-12 13:54:12 UTC
61,13,completed,2012-03-09 05:54:12 UTC,2012-03-09 05:54:12 UTC
62,13,cancelled,2012-03-23 06:54:12 UTC,2012-03-23 06:54:12 UTC
63,13,in progress,2012-03-27 01:54:12 UTC,2012-03-27 01:54:12 UTC
64,13,cancelled,2012-03-15 07:54:12 UTC,2012-03-15 07:54:12 UTC
65,13,cancelled,2012-03-17 02:54:12 UTC,2012-03-17 02:54:12 UTC
66,13,cancelled,2012-03-15 23:54:12 UTC,2012-03-15 23:54:12 UTC
67,13,cancelled,2012-03-26 04:54:12 UTC,2012-03-26 04:54:12 UTC
68,13,in progress,2012-03-09 02:54:13 UTC,2012-03-09 02:54:13 UTC
69,13,cancelled,2012-03-16 18:54:13 UTC,2012-03-16 18:54:13 UTC
70,14,in progress,2012-03-12 10:54:13 UTC,2012-03-12 10:54:13 UTC
71,15,cancelled,2012-03-13 08:54:13 UTC,2012-03-13 08:54:13 UTC
72,15,cancelled,2012-03-08 11:54:13 UTC,2012-03-08 11:54:13 UTC
73,15,cancelled,2012-03-17 15:54:13 UTC,2012-03-17 15:54:13 UTC
74,15,in progress,2012-03-24 01:54:13 UTC,2012-03-24 01:54:13 UTC
75,15,completed,2012-03-12 20:54:13 UTC,2012-03-12 20:54:13 UTC
76,15,cancelled,2012-03-07 08:54:13 UTC,2012-03-07 08:54:13 UTC
77,16,completed,2012-03-25 06:54:13 UTC,2012-03-25 06:54:13 UTC
78,16,in progress,2012-03-17 22:54:13 UTC,2012-03-17 22:54:13 UTC
79,16,completed,2012-03-12 09:54:13 UTC,2012-03-12 09:54:13 UTC
80,16,cancelled,2012-03-19 11:54:13 UTC,2012-03-19 11:54:13 UTC
81,16,cancelled,2012-03-14 02:54:13 UTC,2012-03-14 02:54:13 UTC
82,16,in progress,2012-03-15 18:54:13 UTC,2012-03-15 18:54:13 UTC
83,16,completed,2012-03-22 12:54:13 UTC,2012-03-22 12:54:13 UTC
84,16,in progress,2012-03-10 05:54:13 UTC,2012-03-10 05:54:13 UTC
85,17,cancelled,2012-03-14 21:54:13 UTC,2012-03-14 21:54:13 UTC
86,17,in progress,2012-03-17 17:54:13 UTC,2012-03-17 17:54:13 UTC
87,17,cancelled,2012-03-22 21:54:13 UTC,2012-03-22 21:54:13 UTC
88,17,in progress,2012-03-19 21:54:14 UTC,2012-03-19 21:54:14 UTC
89,17,in progress,2012-03-19 16:54:14 UTC,2012-03-19 16:54:14 UTC
90,17,completed,2012-03-19 07:54:14 UTC,2012-03-19 07:54:14 UTC
91,17,cancelled,2012-03-09 16:54:14 UTC,2012-03-09 16:54:14 UTC
92,17,in progress,2012-03-21 21:54:14 UTC,2012-03-21 21:54:14 UTC
93,17,in progress,2012-03-14 11:54:14 UTC,2012-03-14 11:54:14 UTC
94,17,cancelled,2012-03-24 11:54:14 UTC,2012-03-24 11:54:14 UTC
95,19,in progress,2012-03-23 22:54:14 UTC,2012-03-23 22:54:14 UTC
96,19,in progress,2012-03-14 21:54:14 UTC,2012-03-14 21:54:14 UTC
97,19,completed,2012-03-18 01:54:14 UTC,2012-03-18 01:54:14 UTC
98,19,completed,2012-03-27 06:54:14 UTC,2012-03-27 06:54:14 UTC
